YEAR,MONTH,DAY,DATE,LINE,BLOCK,PLOT,TREATMENT,EXCLUSION,ADDITION,TRANSECT,METER,SPECIES,STEMS,STEMS (HIGH),COVER,NOTES
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,LES,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,1,MEATY,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,2,FAT CUD,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,2,RUST,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,2,CUD,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,2,DICH,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,2,PASP,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,3,ANDRO,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,3,FAT CUD,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,3,MEATY,6,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,3,CUD,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,NORTH,3,DICH,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,1,MEATY,7,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,1,RUST,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,1,CUD,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,1,PASP,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,ASTER3,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,ANDRO,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,LES,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,MEATY,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,RUST,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,DICH,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,2,PINE,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,EAST,3,BLANK,NA,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,ANDRO,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,LES,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,MEATY,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,RUST,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,DICH,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,1,PASP,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,2,ANDRO,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,2,RUBUS,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,2,MEATY,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,2,GERANIUM,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,3,ASTER3,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,SOUTH,3,ANDRO,5,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,1,ANDRO,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,1,RUBUS,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,ASTER3,2,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,RUBUS,3,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,LES,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,MEAT,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,GERANIUM,1,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,2,CUD,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,3,ANDRO,4,,,
2022,4,18,4/18/21,1,37,REF,REF,REF,REF,WEST,3,RUBUS,7,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,CENTER,0,PIGR,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,CENTER,0,CUD,12,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,CENTER,0,PASP,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,1,PIGR,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,1,DICH,4,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,1,CUD,14,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,1,PASP,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,2,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,2,DICH,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,2,CUD,4,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,2,YELLOW EYE,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,2,RYE,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,3,CUD,15,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,NORTH,3,PASP,7,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,1,DICH,9,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,1,CUD,6,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,1,ANDRO,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,2,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,2,DICH,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,2,CUD,19,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,3,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,3,DICH,4,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,3,CUD,9,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,EAST,3,THIN BLUE,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,1,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,1,PASP,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,2,PIGR,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,3,PIGR,5,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,3,DICH,5,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,SOUTH,3,CUD,7,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,1,PIGR,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,1,CUD,17,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,2,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,2,DICH,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,2,CUD,3,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,2,BLUE EYE,1,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,3,PIGR,2,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,3,DICH,4,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,3,CUD,11,,,
2022,4,18,4/18/21,1,37,6,CP,CAGED,PROPAGULES,WEST,3,YELLOW EYE,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,RUBUS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,DICH,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,ANDRO,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,CLRA,NA,,40,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,CUD,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,CENTER,0,SEDGE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,1,ERIG,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,1,PINE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,1,RUBUS,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,1,DICH,11,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,1,POVERTY GRASS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,2,ERIG,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,2,DICH,5,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,3,PINE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,3,RUBUS,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,3,CLRA,NA,,60,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,3,CUD,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,NORTH,3,PIGR,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,1,ERIG,5,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,1,RUBUS,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,1,DICH,5,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,1,ANDRO,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,ERIG,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,ASTER3,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,DES/CLIT,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,RUBUS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,DICH,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,POVERTY GRASS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,2,JESS,6,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,PINE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,ASTER3,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,ANDRO,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,CLRA,NA,,10,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,RUST,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,MEATY,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,JESS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,EAST,3,VITIS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,PINE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,DES/CLIT,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,RUBUS,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,DICH,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,POVERTY GRASS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,ANDRO,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,RUST,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,MEATY,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,1,SMBO,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,ERIG,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,ASTER3,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,DES/CLIT,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,ANDRO,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,MEATY,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,CUD,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,JESS,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,SMBO,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,2,ARIST,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,ERIG,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,ASTER3,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,RUBUS,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,DICH,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,SEDGE,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,SMBO,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,SOUTH,3,ARCA,4,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,1,ASTER3,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,1,RUBUS,5,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,1,DICH,2,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,1,CLRA,NA,,10,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,2,ASTER3,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,2,DICH,11,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,2,CLRA,NA,,30,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,2,CUD,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,ERIG,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,PINE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,ANDRO,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,SEDGE,1,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,JESS,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,TORA,3,,,
2022,4,19,4/19/21,1,11,1,OP,OPEN,PROPAGULES,WEST,3,HAIRY LES,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,CENTER,0,PINE,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,CENTER,0,DICH,8,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,CENTER,0,ANDRO,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,CENTER,0,CLRA,NA,,30,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,1,ASTER3,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,1,DICH,4,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,1,ANDRO,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,2,ASTER3,7,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,2,DICH,6,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,ASTER3,4,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,DICH,5,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,PIGR,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,CLRA,NA,,10,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,BUSH,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,NORTH,3,JESS,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,1,DICH,10,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,2,DICH,4,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,2,ANDRO,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,2,CLRA,NA,,50,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,2,VACCINIUM,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,3,DICH,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,EAST,3,VACCINIUM,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,1,DICH,9,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,1,MEATY,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,1,ERIG,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,ASTER3,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,ANDRO,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,MEATY,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,CLRA,NA,,10,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,VACCINIUM,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,ERIG,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,2,FAT CUD,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,ASTER3,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,DICH,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,MEATY,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,VACCINIUM,5,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,WHORL,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,SOUTH,3,ARIST,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,1,ASTER3,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,1,DICH,5,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,1,CUD,5,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,1,ANDRO,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,1,DES/CLIT,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,2,PINE,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,2,ASTER3,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,2,DICH,4,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,2,RUST,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,2,HAIRY LES,1,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,3,DICH,3,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,3,CUD,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,3,MEATY,2,,,
2022,4,19,4/19/21,1,11,2,CP,CAGED,PROPAGULES,WEST,3,BUSH,3,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,CENTER,0,ASTER3,4,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,CENTER,0,DICH,7,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,CENTER,0,CUD,5,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,CENTER,0,MIM,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,ASTER3,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,DICH,3,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,CUD,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,TORA,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,PIGR,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,JESS,4,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,1,MEATY,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,2,ASTER3,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,2,DICH,7,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,2,TORA,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,3,ASTER3,3,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,3,DICH,7,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,3,TORA,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,3,WHORL,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,NORTH,3,DITE,11,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,1,ASTER3,9,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,1,DICH,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,1,MEATY,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,1,NUCA,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,2,ASTER3,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,2,DICH,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,2,CLRA,NA,,25,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,2,SEDGE,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,3,DICH,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,3,WHORL,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,EAST,3,FERN,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,1,ASTER3,4,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,1,DICH,4,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,1,CUD,5,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,1,PIGR,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,1,POVERTY GRASS,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,ASTER3,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,CUD,3,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,PIGR,3,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,SEDGE,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,POVERTY GRASS,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,2,RUST,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,SOUTH,3,DICH,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,ASTER3,5,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,DICH,6,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,CUD,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,TORA,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,JESS,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,MEATY,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,RUBUS,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,1,HAWTHORN,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,DICH,4,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,TORA,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,PINE,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,JESS,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,RUBUS,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,2,SEDGE,1,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,3,ASTER3,5,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,3,TORA,2,,,
2022,4,19,4/19/21,1,11,3,OS,OPEN,CAGED,WEST,3,JESS,10,,,
