YEAR,MONTH,DAY,DATE,LINE,BLOCK,PLOT,TREATMENT,EXCLUSION,ADDITION,TRANSECT,DISTANCE,CELLS,DISTURBANCE,NOTES
2022,4,20,4/20/22,1,4,1,CC,CAGED,CARRION,WEST,2,13,0.8125,
2022,4,20,4/20/22,1,4,1,CC,CAGED,CARRION,WEST,3,8,0.5000,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,CENTER,0,0,0.0000,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,NORTH,1,1,0.0625,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,NORTH,2,0,0.0000,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,NORTH,3,13,0.8125,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,EAST,1,4,0.2500,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,EAST,2,0,0.0000,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,EAST,3,2,0.1250,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,SOUTH,1,10,0.6250,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,SOUTH,2,4,0.2500,Not carrion disturbance
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,SOUTH,3,2,0.1250,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,WEST,1,3,0.1875,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,WEST,2,1,0.0625,
2022,4,20,4/20/22,1,4,2,OC,OPEN,CARRION,WEST,3,0,0.0000,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,CENTER,0,13,0.8125,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,NORTH,1,4,0.2500,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,NORTH,2,4,0.2500,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,NORTH,3,6,0.3750,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,EAST,1,14,0.8750,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,EAST,2,9,0.5625,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,EAST,3,0,0.0000,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,SOUTH,1,3,0.1875,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,SOUTH,2,5,0.3125,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,SOUTH,3,0,0.0000,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,WEST,1,5,0.3125,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,WEST,2,4,0.2500,
2022,4,20,4/20/22,2,5,2,OC,OPEN,CARRION,WEST,3,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,CENTER,0,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,NORTH,1,5,0.3125,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,NORTH,2,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,NORTH,3,5,0.3125,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,EAST,1,2,0.1250,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,EAST,2,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,EAST,3,2,0.1250,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,SOUTH,1,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,SOUTH,2,1,0.0625,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,SOUTH,3,1,0.0625,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,WEST,1,1,0.0625,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,WEST,2,0,0.0000,
2022,4,22,4/22/22,2,5,0,REF,REF,REF,WEST,3,0,0.0000,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,CENTER,0,16,1.0000,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,NORTH,1,0,0.0000,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,NORTH,2,6,0.3750,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,NORTH,3,0,0.0000,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,EAST,1,1,0.0625,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,EAST,2,1,0.0625,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,EAST,3,4,0.2500,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,SOUTH,1,1,0.0625,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,SOUTH,2,1,0.0625,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,SOUTH,3,4,0.2500,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,WEST,1,7,0.4375,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,WEST,2,0,0.0000,
2022,4,22,4/22/22,2,5,5,CC,CAGED,CARRION,WEST,3,0,0.0000,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,CENTER,0,2,0.1250,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,NORTH,1,3,0.1875,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,NORTH,2,1,0.0625,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,NORTH,3,1,0.0625,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,EAST,1,0,0.0000,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,EAST,2,0,0.0000,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,EAST,3,0,0.0000,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,SOUTH,1,12,0.7500,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,SOUTH,2,5,0.3125,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,SOUTH,3,6,0.3750,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,WEST,1,10,0.6250,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,WEST,2,5,0.3125,
2022,4,22,4/22/22,2,5,1,CP,CAGED,PROPAGULES,WEST,3,0,0.0000,
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,3,OP,OPEN,PROPAGULES,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,4,OS,OPEN,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,2,5,6,CS,CAGED,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,CENTER,0,15,0.9375,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,NORTH,1,2,0.1250,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,NORTH,2,6,0.3750,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,NORTH,3,0,0.0000,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,EAST,2,3,0.1875,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,EAST,3,0,0.0000,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,SOUTH,1,7,0.4375,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,SOUTH,2,8,0.5000,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,SOUTH,3,1,0.0625,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,WEST,1,3,0.1875,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,WEST,2,5,0.3125,
2022,4,22,4/22/22,3,18,1,OC,OPEN,CARRION,WEST,3,1,0.0625,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,CENTER,0,1,0.0625,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,NORTH,1,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,NORTH,3,2,0.1250,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,EAST,2,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,EAST,3,NA,NA,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,SOUTH,1,2,0.1250,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,SOUTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,SOUTH,3,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,WEST,1,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,WEST,2,0,0.0000,
2022,4,22,4/22/22,3,18,2,CP,CAGED,PROPAGULES,WEST,3,2,0.1250,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,CENTER,0,16,1.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,NORTH,1,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,NORTH,3,1,0.0625,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,EAST,2,1,0.0625,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,EAST,3,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,SOUTH,1,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,SOUTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,SOUTH,3,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,WEST,1,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,WEST,2,0,0.0000,
2022,4,22,4/22/22,3,18,3,CC,CAGED,CARRION,WEST,3,NA,NA,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,CENTER,0,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,NORTH,1,16,1.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,NORTH,3,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,EAST,2,3,0.1875,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,EAST,3,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,SOUTH,1,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,SOUTH,2,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,SOUTH,3,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,WEST,1,1,0.0625,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,WEST,2,0,0.0000,
2022,4,22,4/22/22,3,18,0,REF,REF,REF,WEST,3,0,0.0000,
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,5,OS,OPEN,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,4,OP,CAGED,CARRION,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,18,6,CS,CAGED,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,CENTER,0,16,1.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,NORTH,1,5,0.3125,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,NORTH,3,1,0.0625,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,EAST,1,1,0.0625,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,EAST,2,8,0.5000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,EAST,3,1,0.0625,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,SOUTH,1,13,0.8125,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,SOUTH,2,0,0.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,SOUTH,3,0,0.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,WEST,1,0,0.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,WEST,2,0,0.0000,
2022,4,22,4/22/22,3,20,2,CC,CAGED,CARRION,WEST,3,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,CENTER,0,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,NORTH,1,2,0.1250,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,NORTH,3,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,EAST,2,4,0.2500,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,EAST,3,1,0.0625,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,SOUTH,1,1,0.0625,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,SOUTH,2,1,0.0625,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,SOUTH,3,13,0.8125,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,WEST,1,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,WEST,2,0,0.0000,
2022,4,22,4/22/22,3,20,0,REF,REF,REF,WEST,3,10,0.6250,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,CENTER,0,15,0.9375,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,NORTH,1,13,0.8125,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,NORTH,2,2,0.1250,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,NORTH,3,0,0.0000,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,EAST,1,6,0.3750,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,EAST,2,1,0.0625,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,EAST,3,8,0.5000,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,SOUTH,1,13,0.8125,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,SOUTH,2,6,0.3750,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,SOUTH,3,4,0.2500,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,WEST,1,12,0.7500,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,WEST,2,12,0.7500,
2022,4,22,4/22/22,3,20,5,OC,OPEN,CARRION,WEST,3,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,CENTER,0,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,NORTH,1,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,NORTH,2,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,NORTH,3,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,EAST,1,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,EAST,2,2,0.1250,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,EAST,3,2,0.1250,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,SOUTH,1,1,0.0625,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,SOUTH,2,1,0.0625,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,SOUTH,3,1,0.0625,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,WEST,1,0,0.0000,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,WEST,2,1,0.0625,
2022,4,22,4/22/22,3,20,6,CP,CAGED,PROPAGULES,WEST,3,0,0.0000,
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,1,OS,OPEN,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,SOUTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,SOUTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,SOUTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,WEST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,WEST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,3,CS,CAGED,SCAVENGER,WEST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,CENTER,0,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,NORTH,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,NORTH,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,NORTH,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,EAST,1,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,EAST,2,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,EAST,3,NA,NA,Missing data
2022,4,22,4/22/22,3,20,4,OP,OPEN,PROPAGULES,SOUTH,1,NA,NA,Missing data
